,기준 년코드,기준_분기_코드,상권_구분_코드, 상권_구분_코드_명,상권_코드,상권_코드_명,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,행정구_명
5354,2021,1분기,A,골목상권,1000157,용마산로3길,728670,339969,388702,113247,114075,142729,113528,104789,140302,252784,160626,69396,61511,87311,97042,104698,103538,102777,103498,103603,103686,106872,207500,450785,11215,11215750,광진구
5355,2020,4분기,A,골목상권,1000157,용마산로3길,788124,363548,424576,128349,119397,155058,117095,113467,154758,276720,174317,75099,66041,92242,103705,112331,114327,113186,113002,110838,109079,115358,207500,450785,11215,11215750,광진구
5356,2021,3분기,A,골목상권,1000156,용마산로21길,1239596,559620,679976,179556,195225,211510,178460,209964,264880,404123,265502,120478,109387,165865,174241,176597,179509,178828,176658,174198,175139,178667,207516,451467,11215,11215750,광진구
5357,2021,2분기,A,골목상권,1000156,용마산로21길,1343487,610644,732843,209105,209457,223719,193396,220509,287303,429326,287245,132525,122475,184694,187220,190996,191323,192432,190605,191136,191063,195929,207516,451467,11215,11215750,광진구
5358,2021,1분기,A,골목상권,1000156,용마산로21길,1426947,655207,771741,217250,216192,244025,207420,235211,306852,449245,303838,142398,133432,199521,198514,204185,201814,201759,202833,201947,204990,209423,207516,451467,11215,11215750,광진구
5359,2020,4분기,A,골목상권,1000156,용마산로21길,1451514,666541,784974,209533,220443,249408,212452,237293,322382,460583,306309,142419,134704,203699,203800,206757,205646,205921,205969,206843,207275,213103,207516,451467,11215,11215750,광진구
5360,2021,3분기,A,골목상권,1000155,아차산로78길,212067,103407,108659,22449,29739,35150,37981,36576,50170,48545,43555,28010,28133,37482,26344,30674,30185,30956,31313,31630,29557,27752,209529,449647,11215,11215810,광진구
5361,2021,2분기,A,골목상권,1000155,아차산로78길,228449,112144,116305,23552,31518,38269,41423,39277,54410,54066,46138,29386,29787,40311,28760,32790,33095,32700,33120,32673,32572,31498,209529,449647,11215,11215810,광진구
5362,2021,1분기,A,골목상권,1000155,아차산로78길,238961,116673,122289,26361,31876,39228,42084,40010,59402,56338,48552,30812,31129,42152,29979,34588,34642,34839,34562,34503,33421,32406,209529,449647,11215,11215810,광진구
5363,2020,4분기,A,골목상권,1000155,아차산로78길,250686,125297,125389,25531,32558,42717,43616,42187,64077,59244,50993,32062,32520,44263,31602,36336,36432,36035,36412,36325,35234,33910,209529,449647,11215,11215810,광진구
5364,2021,3분기,A,골목상권,1000154,아차산로65길,765799,343803,421995,212859,96533,92223,135624,102979,125581,201078,147235,84321,90032,138411,104721,107991,107572,109107,107852,107848,114666,110763,208193,449251,11215,11215870,광진구
5365,2021,2분기,A,골목상권,1000154,아차산로65길,864393,391339,473055,249365,103886,101589,156502,115860,137194,234847,165585,90565,97520,154658,121220,121699,121466,121249,121765,122797,127552,127866,208193,449251,11215,11215870,광진구
5366,2021,1분기,A,골목상권,1000154,아차산로65길,828816,372689,456127,228476,104054,95901,151234,112907,136243,219055,160801,91545,96421,147914,113078,117492,117799,118751,116260,116512,121822,120180,208193,449251,11215,11215870,광진구
5367,2020,4분기,A,골목상권,1000154,아차산로65길,787030,350407,436622,207957,102950,94691,141564,107187,132680,202247,151794,89926,94557,142971,105535,111483,109803,110384,109924,111810,117886,115739,208193,449251,11215,11215870,광진구
5368,2021,3분기,A,골목상권,1000153,아차산로55길,840517,389512,451005,66147,175841,180846,126855,114002,176826,242513,169516,86686,86534,135921,119346,118050,118503,120200,119139,119210,122641,122775,207733,448875,11215,11215850,광진구
5369,2021,2분기,A,골목상권,1000153,아차산로55길,804622,373307,431315,64317,168262,167778,125702,110232,168332,232356,160441,81171,81281,132761,116611,112844,113448,114329,114013,113982,118305,117701,207733,448875,11215,11215850,광진구
5370,2021,1분기,A,골목상권,1000153,아차산로55길,822564,385423,437142,71809,172630,167606,129284,113789,167445,231814,165710,85173,84771,136726,118373,116994,116004,115719,116137,115305,120608,121799,207733,448875,11215,11215850,광진구
5371,2020,4분기,A,골목상권,1000153,아차산로55길,805804,377599,428206,72433,168839,166862,121327,115331,161012,227016,161884,83088,83163,133677,116977,113915,114095,114496,113150,114349,117268,118531,207733,448875,11215,11215850,광진구
5372,2021,3분기,A,골목상권,1000152,아차산로51길,614032,288351,325682,45574,139822,123854,99543,90151,115088,143138,121212,74527,75837,114084,85235,88134,88010,89470,89424,88935,86658,83400,207482,448936,11215,11215850,광진구
5373,2021,2분기,A,골목상권,1000152,아차산로51길,627561,294578,332983,56413,138179,123852,97783,92837,118498,144966,124791,77072,77515,116359,86859,91080,91011,90673,91440,91662,86716,84980,207482,448936,11215,11215850,광진구
5374,2021,1분기,A,골목상권,1000152,아차산로51길,645549,303150,342400,51810,141338,127026,102193,96616,126568,150215,126852,77921,79795,120991,89777,93658,93343,93726,92926,92180,89971,89744,207482,448936,11215,11215850,광진구
5375,2020,4분기,A,골목상권,1000152,아차산로51길,782452,373876,408577,77570,167524,148025,120078,115597,153659,172195,153107,99091,101878,150400,105783,114617,113442,113383,112030,111957,109390,107635,207482,448936,11215,11215850,광진구
5376,2021,3분기,A,골목상권,1000151,아차산로40길,490500,228786,261714,65438,100998,86405,70835,71672,95151,146197,105228,54025,51309,70892,62850,69424,69375,72319,72076,69966,67536,69804,206893,448523,11215,11215820,광진구
5377,2021,2분기,A,골목상권,1000151,아차산로40길,627741,289697,338043,84959,130210,110475,88060,92110,121927,196392,136495,66407,61358,86120,80969,89020,89590,89858,89009,88527,89956,91781,206893,448523,11215,11215820,광진구
5378,2021,1분기,A,골목상권,1000151,아차산로40길,644950,298928,346023,87367,127741,117816,89924,97799,124303,196654,141273,69965,64288,89640,83130,92090,91474,91223,91748,90798,92304,95314,206893,448523,11215,11215820,광진구
5379,2020,4분기,A,골목상권,1000151,아차산로40길,629616,289029,340588,88875,125517,113880,85728,93742,121873,193642,137001,67290,62062,88486,81135,88765,89244,89173,89175,89134,89656,94468,206893,448523,11215,11215820,광진구
5380,2021,3분기,A,골목상권,1000150,면목로17길,1349970,652040,697930,155376,179142,221597,203750,245263,344841,413225,249589,130755,133883,218434,204085,192082,186022,193225,190210,192624,197783,198023,207181,452209,11215,11215760,광진구
5381,2021,2분기,A,골목상권,1000150,면목로17길,1103917,542835,561082,122786,146823,178337,172134,198220,285619,340701,204543,105571,108509,177394,167202,155842,154979,157851,154568,154114,161348,165216,207181,452209,11215,11215760,광진구
5382,2021,1분기,A,골목상권,1000150,면목로17길,1210208,591285,618924,137396,157576,196316,188798,212734,317388,370018,229308,118157,120097,192492,180136,171755,169860,170284,170753,170971,176354,180232,207181,452209,11215,11215760,광진구
5383,2020,4분기,A,골목상권,1000150,면목로17길,1253626,606483,647142,139696,162101,203339,193024,220381,335087,381534,247178,122640,123192,195806,183275,177474,175548,176639,176279,177726,182533,187424,207181,452209,11215,11215760,광진구
5384,2021,3분기,A,골목상권,1000149,뚝섬로64길,556466,268031,288434,74828,90259,98311,81657,83179,128231,158606,119840,62266,59079,84871,71804,80339,79513,80651,80094,79396,78130,78343,207752,448054,11215,11215830,광진구
5385,2021,2분기,A,골목상권,1000149,뚝섬로64길,593345,286879,306466,83637,95924,103503,82862,90115,137303,174807,129042,64458,60042,87952,77045,85678,86073,85005,85261,85846,83123,82362,207752,448054,11215,11215830,광진구
5386,2021,1분기,A,골목상권,1000149,뚝섬로64길,608392,292257,316133,87117,96719,104446,82752,93585,143772,179347,132192,64796,60560,91123,80373,87211,87657,87639,87393,87043,85644,85804,207752,448054,11215,11215830,광진구
5387,2020,4분기,A,골목상권,1000149,뚝섬로64길,617467,295102,322366,91855,97425,102443,84787,93589,147369,183230,133561,66779,60718,91367,81810,88700,88844,89658,88755,87553,86363,87596,207752,448054,11215,11215830,광진구
5388,2021,3분기,A,골목상권,1000148,뚝섬로58길,666578,312240,354338,107589,90234,117971,106469,91900,152414,198028,135807,69869,68956,101593,92327,94865,96407,95863,95619,95845,94194,93789,207454,447905,11215,11215830,광진구
5389,2021,2분기,A,골목상권,1000148,뚝섬로58길,562872,260790,302082,94773,74223,102304,86953,77432,127187,169653,117257,60720,57724,81370,76146,80842,81048,80747,81494,81414,79201,78126,207454,447905,11215,11215830,광진구
5390,2021,1분기,A,골목상권,1000148,뚝섬로58길,583385,270678,312708,90403,78257,108073,87843,84437,134372,174459,120093,61983,60080,87138,79634,83370,83644,83543,83385,83826,82813,82805,207454,447905,11215,11215830,광진구
5391,2020,4분기,A,골목상권,1000148,뚝섬로58길,610755,278878,331876,101527,81080,110801,90949,86498,139900,179160,128254,66632,63790,91173,81746,87386,87218,87272,87045,87291,86114,88429,207454,447905,11215,11215830,광진구
5392,2021,3분기,A,골목상권,1000147,뚝섬로54길,594598,272473,322124,101293,82116,110645,96899,77975,125670,184975,120993,60994,59023,86934,81677,83354,83690,84109,83361,83300,87084,89699,207123,447767,11215,11215830,광진구
5393,2021,2분기,A,골목상권,1000147,뚝섬로54길,515297,233299,281999,85963,72675,96148,86478,65638,108396,163694,106598,53181,50801,72176,68847,72630,72005,73161,71314,71680,75692,78814,207123,447767,11215,11215830,광진구
5394,2021,1분기,A,골목상권,1000147,뚝섬로54길,547733,249894,297840,94316,72284,103284,90682,73396,113768,170409,113355,57642,54924,78416,72988,76718,76335,75824,76489,76714,81164,84489,207123,447767,11215,11215830,광진구
5395,2020,4분기,A,골목상권,1000147,뚝섬로54길,546966,245827,301140,96682,69537,102911,89748,73636,114454,168236,112807,57992,56254,79939,71740,76311,75196,75680,76259,76712,81363,85445,207123,447767,11215,11215830,광진구
5396,2021,3분기,A,골목상권,1000146,뚝섬로48길,877480,404442,473038,138081,125979,161644,148326,128780,174669,261530,185626,92661,89678,131847,116139,125278,122364,123948,121731,123332,127755,133074,206766,447971,11215,11215830,광진구
5397,2021,2분기,A,골목상권,1000146,뚝섬로48길,890504,405132,485372,140384,128201,162325,152384,128543,178668,271545,186320,91107,88333,133688,119509,125752,124520,126555,123747,124501,130717,134710,206766,447971,11215,11215830,광진구
5398,2021,1분기,A,골목상권,1000146,뚝섬로48길,914291,416276,498015,149488,127800,169703,154565,132491,180246,274090,193016,96782,92582,136760,121060,129367,127915,127366,128461,128496,134908,137778,206766,447971,11215,11215830,광진구
5399,2020,4분기,A,골목상권,1000146,뚝섬로48길,882187,396551,485636,146274,121407,156876,149788,131528,176314,266919,184623,91758,88361,131772,118754,124274,123109,123378,123877,124081,129227,134239,206766,447971,11215,11215830,광진구
5400,2021,3분기,A,골목상권,1000145,뚝섬로24길,454228,223909,230320,43513,60403,70675,74395,89563,115679,137892,95198,43881,42959,67052,67246,63892,65381,65364,63892,64369,66043,65289,205553,448382,11215,11215847,광진구
5401,2021,2분기,A,골목상권,1000145,뚝섬로24길,639994,323807,316188,63122,86156,102303,107375,125599,155441,198525,134763,60911,59305,91907,94585,90636,90484,91636,90454,91225,92495,93066,205553,448382,11215,11215847,광진구
5402,2021,1분기,A,골목상권,1000145,뚝섬로24길,647851,325549,322302,60845,85223,104693,108087,124785,164219,200673,135941,62728,60136,93836,94535,91592,92588,92272,91230,93513,92914,93744,205553,448382,11215,11215847,광진구
5403,2020,4분기,A,골목상권,1000145,뚝섬로24길,664364,335268,329096,63435,86515,105602,109288,128323,171201,209607,138285,62481,60956,96456,96579,94412,94423,94005,94714,93762,95319,97727,205553,448382,11215,11215847,광진구
5404,2021,3분기,A,골목상권,1000144,뚝섬로23길,509519,234004,275514,46955,94387,73113,70515,95259,129288,144842,103648,56267,56199,81804,66759,72558,71284,71569,68469,70389,75727,79523,205870,448631,11215,11215840,광진구
5405,2021,2분기,A,골목상권,1000144,뚝섬로23길,630476,293967,336508,49526,119576,87560,88637,120231,164946,172636,127454,71224,70807,105347,83010,87596,87134,88773,86597,88440,94327,97610,205870,448631,11215,11215840,광진구
5406,2021,1분기,A,골목상권,1000144,뚝섬로23길,652529,306631,345898,55371,116827,88634,95406,121374,174920,172052,132401,75951,75876,111341,84906,91330,90426,90339,91133,91213,97343,100742,205870,448631,11215,11215840,광진구
5407,2020,4분기,A,골목상권,1000144,뚝섬로23길,649595,309636,339959,56270,118005,88043,98634,120411,168232,171312,129701,75207,76023,112160,85192,90422,89626,89571,90757,90501,97606,101115,205870,448631,11215,11215840,광진구
5408,2021,3분기,A,골목상권,1000143,동일로24길,1074000,516564,557437,98117,413812,203498,121337,103918,133319,331494,226278,107736,104985,158428,145081,151346,152925,152224,153040,151823,154917,157726,205897,449318,11215,11215710,광진구
5409,2021,2분기,A,골목상권,1000143,동일로24길,1054050,505253,548797,95597,399200,196563,121453,108745,132494,347476,223040,96365,91867,149091,146211,149132,150090,150723,148907,148539,152980,153680,205897,449318,11215,11215710,광진구
5410,2021,1분기,A,골목상권,1000143,동일로24길,1062910,510388,552522,102750,388703,197045,125977,109164,139271,341493,226233,101137,95819,150878,147350,151449,151267,150487,150175,149033,153746,156753,205897,449318,11215,11215710,광진구
5411,2020,4분기,A,골목상권,1000143,동일로24길,1040908,492953,547955,99871,390314,195653,119408,101532,134130,336681,220025,97744,92999,146414,147046,147790,147599,147600,146372,147002,150868,153678,205897,449318,11215,11215710,광진구
5412,2021,3분기,A,골목상권,1000142,동일로18길,544154,258324,285831,49125,123424,84958,73340,93739,119571,142141,108583,62063,64037,94961,72369,75782,76488,76281,76776,75915,80776,82136,205749,448886,11215,11215847,광진구
5413,2021,2분기,A,골목상권,1000142,동일로18길,545521,258368,287154,49214,136959,87659,72737,87250,111702,146205,108419,59893,62314,95811,72878,75825,76378,76468,76301,77679,81412,81459,205749,448886,11215,11215847,광진구
5414,2021,1분기,A,골목상권,1000142,동일로18길,541149,255864,285285,52465,126158,86856,72064,86965,116641,143541,108649,60828,62653,94082,71395,76147,76081,75924,75655,76090,80183,81068,205749,448886,11215,11215847,광진구
5415,2020,4분기,A,골목상권,1000142,동일로18길,563487,265381,298107,54647,135679,90728,75553,88194,118685,151845,112228,61993,63720,97585,76118,79068,78949,78806,78957,79666,83345,84697,205749,448886,11215,11215847,광진구
5416,2021,3분기,A,골목상권,1000141,능동로4길,724931,338536,386395,143866,99996,109325,119395,116510,135840,197478,146489,81541,85708,122893,90822,100390,99362,100348,99905,100568,111272,113086,206166,448088,11215,11215840,광진구
5417,2021,2분기,A,골목상권,1000141,능동로4길,728635,338471,390163,145680,98359,109770,123936,114419,136470,199760,145033,81170,86695,124496,91481,99607,99472,100353,99808,99802,113479,116113,206166,448088,11215,11215840,광진구
5418,2021,1분기,A,골목상권,1000141,능동로4길,769055,357018,412036,157560,104810,112142,130067,117738,146736,203140,155744,88099,93224,132364,96484,105761,104948,104717,105985,106004,118608,123033,206166,448088,11215,11215840,광진구
5419,2020,4분기,A,골목상권,1000141,능동로4길,753695,353028,400667,150490,101976,109926,130058,114200,147045,197053,150403,86216,92292,132957,94772,103312,102575,102812,102782,104384,116271,121556,206166,448088,11215,11215840,광진구
5420,2021,3분기,A,골목상권,1000140,능동로3길,1780701,848519,932183,208691,256955,293027,292321,309430,420277,471363,370241,190556,190670,314434,243437,255963,259591,256115,258704,257976,245983,246372,205811,448311,11215,11215847,광진구
5421,2021,2분기,A,골목상권,1000140,능동로3길,1535769,724901,810868,180778,226052,255952,251102,261862,360025,404124,322266,163949,164832,268433,212167,220893,221192,221836,221591,222754,213821,213683,205811,448311,11215,11215847,광진구
5422,2021,1분기,A,골목상권,1000140,능동로3길,1549288,736325,812963,183209,212019,257639,258562,263309,374547,412202,329892,167842,166254,264412,208686,222971,223178,223431,223557,224594,215357,216199,205811,448311,11215,11215847,광진구
5423,2020,4분기,A,골목상권,1000140,능동로3길,1601867,760624,841243,199786,215515,255289,268085,274154,389040,426601,338153,172433,172521,276419,215739,231880,230695,230815,231781,231024,222409,223264,205811,448311,11215,11215847,광진구
5424,2021,3분기,A,골목상권,1000139,능동로34길,664100,307302,356799,78054,125217,151351,107230,80261,121988,207660,142314,67462,65207,92678,88780,94701,94092,94857,94898,94620,95012,95919,207316,450510,11215,11215780,광진구
5425,2021,2분기,A,골목상권,1000139,능동로34길,695796,316396,379401,87947,132316,158172,107992,83533,125837,216780,148117,70984,68983,98028,92904,98764,99452,101392,99300,97462,98898,100530,207316,450510,11215,11215780,광진구
5426,2021,1분기,A,골목상권,1000139,능동로34길,699029,322790,376238,86565,134770,159284,107931,81051,129429,220437,151228,70542,67849,95830,93142,99893,100213,99906,99851,98838,99172,101157,207316,450510,11215,11215780,광진구
5427,2020,4분기,A,골목상권,1000139,능동로34길,694997,316069,378926,86468,134744,157394,105247,80276,130868,216023,150219,70624,68594,96835,92700,97943,99948,99936,99457,99271,98640,99801,207316,450510,11215,11215780,광진구
5428,2021,3분기,A,골목상권,1000138,능동로19길,367264,172529,194736,24209,172607,69156,35119,28756,37419,109762,78976,39724,36779,53835,48188,51462,52443,52160,52678,52382,53545,52596,206369,449653,11215,11215710,광진구
5429,2021,2분기,A,골목상권,1000138,능동로19길,422323,195947,226377,29447,201872,76453,40469,33009,41071,119904,89789,48035,45432,64924,54240,59144,60033,60822,60093,59967,61617,60648,206369,449653,11215,11215710,광진구
5430,2021,1분기,A,골목상권,1000138,능동로19길,406845,187835,219009,27713,191410,76227,39500,31736,40258,113727,86086,46831,44442,63267,52489,57836,58002,57974,57969,57030,59028,59006,206369,449653,11215,11215710,광진구
5431,2020,4분기,A,골목상권,1000138,능동로19길,414554,190772,223782,28357,199281,74054,39234,32180,41447,117161,87171,47020,44423,64561,54216,58645,59521,59571,58427,58827,59971,59592,206369,449653,11215,11215710,광진구
5432,2021,3분기,A,골목상권,1000137,능동로13길,1215830,569865,645965,118440,522329,216122,111862,104452,142624,367269,253748,128025,122410,180711,163667,171797,168925,175525,171152,170165,180597,177668,206086,449515,11215,11215710,광진구
5433,2021,2분기,A,골목상권,1000137,능동로13길,1387213,646245,740968,135884,595330,249258,124918,118453,163371,426143,289519,142152,135560,206385,187451,195234,195069,197625,193363,194654,204613,206653,206086,449515,11215,11215710,광진구
5434,2021,1분기,A,골목상권,1000137,능동로13길,1371295,641211,730084,140004,570391,252353,127787,115285,165475,414271,288621,144566,137343,203424,183070,194553,192679,192040,191563,190969,202588,206903,206086,449515,11215,11215710,광진구
5435,2020,4분기,A,골목상권,1000137,능동로13길,1431271,662437,768834,152009,609083,256195,132102,114970,166913,426914,301836,152701,144982,212927,191912,203254,201410,202032,200373,202296,208727,213179,206086,449515,11215,11215710,광진구
5436,2021,3분기,A,골목상권,1000136,긴고랑로9길,528334,244433,283901,72681,73796,92398,76810,89326,123322,150880,102357,58776,59562,86597,70160,76538,72883,73615,76534,73185,77443,78138,207283,451745,11215,11215760,광진구
5437,2021,2분기,A,골목상권,1000136,긴고랑로9길,616848,285602,331246,80207,87444,108828,92241,103433,144697,181761,122781,65654,65189,97407,84056,87420,87126,87364,87145,86848,89545,91399,207283,451745,11215,11215760,광진구
5438,2021,1분기,A,골목상권,1000136,긴고랑로9길,636844,293643,343200,79134,91462,115502,92526,105731,152489,187834,126310,68702,67607,100004,86388,90332,89454,89087,89774,90004,93215,94978,207283,451745,11215,11215760,광진구
5439,2020,4분기,A,골목상권,1000136,긴고랑로9길,622029,287182,334847,76025,88699,110429,90802,105105,150969,182951,121211,67464,66804,98893,84707,87872,88068,87682,88022,87981,90542,91862,207283,451745,11215,11215760,광진구
5440,2021,3분기,A,골목상권,1000135,긴고랑로8길,1161365,566969,594396,135956,189136,217579,166670,185709,266313,384053,249184,111559,104116,152523,159929,167837,164413,164318,163130,162352,168641,170673,206819,451375,11215,11215740,광진구
5441,2021,2분기,A,골목상권,1000135,긴고랑로8길,936491,455238,481254,100999,147916,177641,139848,148095,221992,305090,200453,90637,85107,126436,128768,132370,132351,133058,130536,129799,137410,140968,206819,451375,11215,11215740,광진구
5442,2021,1분기,A,골목상권,1000135,긴고랑로8길,970174,475978,494198,113577,151757,188365,141823,147529,227125,306972,209948,98072,91029,132720,131433,138095,135374,135243,136224,136650,141859,146728,206819,451375,11215,11215740,광진구
5443,2020,4분기,A,골목상권,1000135,긴고랑로8길,950905,464490,486415,112731,146289,181950,139130,143317,227489,302712,204548,94903,89112,130546,129083,133392,133918,132103,134318,133998,138973,144205,206819,451375,11215,11215740,광진구
5444,2021,3분기,A,골목상권,1000134,긴고랑로7길,644954,307029,337925,95953,86190,111643,94933,106364,149871,189908,136908,67229,65471,96948,88488,90048,91054,89193,89594,93517,93099,98447,207035,451805,11215,11215740,광진구
5445,2021,2분기,A,골목상권,1000134,긴고랑로7길,699501,332136,367364,99368,94373,119247,107531,114939,164044,216250,147059,69704,68355,102229,95904,98945,97893,99351,98390,98141,102162,104618,207035,451805,11215,11215740,광진구
5446,2021,1분기,A,골목상권,1000134,긴고랑로7길,723966,343467,380500,102351,98175,123394,110707,116402,172938,218838,152555,74451,71971,107143,99010,102569,101434,100758,102330,102861,105908,108108,207035,451805,11215,11215740,광진구
5447,2020,4분기,A,골목상권,1000134,긴고랑로7길,715487,338268,377221,99734,97573,120707,110471,114761,172241,217065,148963,73870,71803,105948,97839,100916,100593,100438,101324,101609,104037,106571,207035,451805,11215,11215740,광진구
5448,2021,3분기,A,골목상권,1000133,긴고랑로20길,690484,322296,368186,96301,102338,125901,107662,106617,151664,193785,136754,73483,73966,114848,97647,98288,97129,97993,96811,97432,99848,102980,207414,451172,11215,11215750,광진구
5449,2021,2분기,A,골목상권,1000133,긴고랑로20길,642020,296671,345349,92572,92691,118030,98303,99213,141212,173691,126478,69718,70762,110882,90489,90078,90091,90938,90074,88868,95173,96798,207414,451172,11215,11215750,광진구
5450,2021,1분기,A,골목상권,1000133,긴고랑로20길,673352,311066,362285,101143,97607,120916,102936,103899,146852,180156,133438,74182,75313,116274,93989,95423,94009,94561,94426,94825,99226,100881,207414,451172,11215,11215750,광진구
5451,2020,4분기,A,골목상권,1000133,긴고랑로20길,618069,290036,328034,92994,87757,113903,95059,96754,131603,163242,121843,68717,69844,108442,85982,87036,86489,86601,86448,87497,90886,93114,207414,451172,11215,11215750,광진구
5452,2021,3분기,A,골목상권,1000132,광나루로52길,853244,379854,473390,181168,130173,126056,144059,115910,155879,223751,167133,97480,102296,151418,111168,119630,119867,117590,120245,120350,126576,128987,208131,449003,11215,11215870,광진구
5453,2021,2분기,A,골목상권,1000132,광나루로52길,994727,442832,551895,217771,151351,146149,170419,133421,175617,281813,198241,106878,110210,165879,131705,140515,141546,141432,139485,139010,146202,146535,208131,449003,11215,11215870,광진구
5454,2021,1분기,A,골목상권,1000132,광나루로52길,1086966,485521,601445,233170,167762,157629,185163,148074,195168,307188,222701,121204,120953,175539,139381,154715,153497,153636,154213,152623,158122,160163,208131,449003,11215,11215870,광진구
5455,2020,4분기,A,골목상권,1000132,광나루로52길,991726,444531,547194,200379,158215,152870,169865,133314,177083,282016,201362,108608,109159,160651,129930,140699,139511,141231,139613,139555,144082,147036,208131,449003,11215,11215870,광진구
5456,2021,3분기,A,골목상권,1000131,광나루로40길,1783134,799348,983785,299431,293442,316107,298902,243249,332003,581202,379229,175504,164580,241174,241444,250732,250773,254506,251462,250338,259335,265988,207877,449283,11215,11215850,광진구
5457,2021,2분기,A,골목상권,1000131,광나루로40길,1530603,678273,852330,254998,252868,272207,253999,204270,292261,513600,330468,147556,135067,196448,207463,215013,215700,215652,214798,213757,224779,230902,207877,449283,11215,11215850,광진구
5458,2021,1분기,A,골목상권,1000131,광나루로40길,1605725,721778,883947,254956,270083,289876,269256,215148,306408,523551,346942,158298,144372,213728,218835,225988,224277,223350,226024,225297,235844,244944,207877,449283,11215,11215850,광진구
5459,2020,4분기,A,골목상권,1000131,광나루로40길,1374310,612487,761823,217768,230963,247404,224451,185880,267845,437000,297563,139909,129279,187892,182666,195160,192431,192269,192459,189929,200025,212039,207877,449283,11215,11215850,광진구
5460,2021,3분기,A,골목상권,1000130,광나루로37길,192649,87921,104728,38068,27500,31255,32171,28398,35255,40158,38562,25554,27191,37083,24098,24735,27503,29273,27291,26804,28096,28945,207767,449577,11215,11215860,광진구
5461,2021,2분기,A,골목상권,1000130,광나루로37길,245319,112449,132870,44522,34393,38993,41436,38014,47961,53281,49402,31429,33547,46072,31590,35020,34959,34849,34692,34867,35454,35479,207767,449577,11215,11215860,광진구
5462,2021,1분기,A,골목상권,1000130,광나루로37길,245765,113738,132028,42853,35737,39733,41305,38821,47317,53887,48924,31439,33354,46188,31975,35063,34969,34749,34833,34837,35720,35595,207767,449577,11215,11215860,광진구
5463,2020,4분기,A,골목상권,1000130,광나루로37길,258710,119915,138796,46009,37283,40672,43815,40348,50586,62245,52747,31098,32755,45966,33899,36589,36709,36853,36566,36931,37460,37602,207767,449577,11215,11215860,광진구
5464,2021,3분기,A,골목상권,1000129,광나루로36길,328700,148574,180127,49115,54396,59435,52245,51450,62059,90882,67428,37101,35877,51542,45872,47857,47096,45033,47105,48275,46913,46422,207619,449373,11215,11215850,광진구
5465,2021,2분기,A,골목상권,1000129,광나루로36길,348277,155795,192481,57977,56217,63419,54399,52363,63902,98229,75711,40416,38407,50658,44856,50564,50417,49871,49703,49797,48507,49419,207619,449373,11215,11215850,광진구
5466,2021,1분기,A,골목상권,1000129,광나루로36길,378053,169493,208560,55694,63675,69716,58793,57127,73047,110739,80023,41245,39515,55814,50719,54248,53640,53385,53730,53726,53660,55664,207619,449373,11215,11215850,광진구
5467,2020,4분기,A,골목상권,1000129,광나루로36길,393854,177071,216784,60089,65876,71867,60861,59011,76151,114353,83598,43194,41105,58637,52968,56773,56265,56720,56034,55660,55275,57126,207619,449373,11215,11215850,광진구
5468,2021,3분기,A,골목상권,1000128,광나루로24길,519785,272022,247763,38137,212411,88554,55204,55245,70234,134281,108997,62937,61681,83867,68022,73150,73762,75409,76391,74734,73804,72535,206710,449552,11215,11215710,광진구
5469,2021,2분기,A,골목상권,1000128,광나루로24길,492092,254979,237113,42382,202187,83028,52493,48414,63585,127959,101150,60762,60345,77874,64001,69106,70062,71551,69853,69294,70086,72140,206710,449552,11215,11215710,광진구
5470,2021,1분기,A,골목상권,1000128,광나루로24길,446744,231672,215072,31937,186773,73256,47942,46794,60044,118645,92437,52581,52249,71147,59685,62861,64794,64449,63543,62929,63693,64476,206710,449552,11215,11215710,광진구
5471,2020,4분기,A,골목상권,1000128,광나루로24길,468267,241587,226680,34714,201724,75438,49337,45441,61614,122622,95997,55874,56432,74938,62405,66558,67440,67862,65575,65363,68560,66910,206710,449552,11215,11215710,광진구
5472,2021,3분기,A,골목상권,1000127,광나루로12길,887392,430767,456626,64583,391385,168801,90445,70364,101812,267067,190151,94752,89271,128657,117493,123630,122690,125521,125551,125846,131667,132488,206073,449751,11215,11215710,광진구
5473,2021,2분기,A,골목상권,1000127,광나루로12길,863422,418875,444545,60697,388543,156933,87917,70702,98632,268329,183014,89251,83355,123315,116158,120970,121349,122587,120732,120857,126597,130332,206073,449751,11215,11215710,광진구
5474,2021,1분기,A,골목상권,1000127,광나루로12길,846986,415952,431033,53478,377021,158879,88683,71869,97054,256584,177997,88751,84759,124854,114040,119773,119139,119151,118693,117025,124689,128514,206073,449751,11215,11215710,광진구
5475,2020,4분기,A,골목상권,1000127,광나루로12길,797397,393183,404215,48432,357285,149331,80635,69361,92352,246609,168249,81803,77872,115442,107423,112540,111559,112335,111152,112157,116796,120858,206073,449751,11215,11215710,광진구
