,기준 년코드,기준_분기_코드,상권_구분_코드, 상권_구분_코드_명,상권_코드,상권_코드_명,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,행정구_명
106,2021,1분기,R,전통시장,1001470,강남시장_강남,38648,18590,20057,2737,9827,9562,7157,4819,4546,4892,7113,6940,7403,8865,3434,5753,6136,6129,5953,5825,4891,3960,201829,446589,11680,11680510,강남구
107,2020,4분기,R,전통시장,1001470,강남시장_강남,38212,18643,19570,2497,9872,9721,7012,4578,4531,5510,6901,6589,6994,8331,3887,5667,5968,5997,5805,5786,4972,4018,201829,446589,11680,11680510,강남구
108,2021,3분기,R,전통시장,1001469,양재시장,56099,28225,27875,5449,8671,13201,10507,7040,11230,9179,11520,9464,9720,10659,5560,8480,8749,8880,9087,8889,6323,5691,203388,442737,11650,11650651,서초구
109,2021,2분기,R,전통시장,1001469,양재시장,51684,25885,25801,5303,7902,11823,9911,6714,10032,7787,10443,8845,9297,10392,4922,8050,8132,7883,8159,8021,6072,5369,203388,442737,11650,11650651,서초구
110,2021,1분기,R,전통시장,1001469,양재시장,49491,24917,24574,4706,7729,12093,9438,6081,9443,7781,10038,8299,8671,9920,4784,7733,7906,7918,7666,7350,5718,5200,203388,442737,11650,11650651,서초구
111,2020,4분기,R,전통시장,1001469,양재시장,53008,26263,26746,5055,8131,12908,9951,6498,10466,7928,10897,9212,9409,10454,5109,8472,8585,8635,8305,7830,5877,5303,203388,442737,11650,11650651,서초구
112,2021,3분기,R,전통시장,1001468,남부종합시장,50331,23476,26854,9554,5883,6703,10133,7522,10536,17552,10330,4893,4627,6468,6460,7145,7107,6951,7003,6839,7179,8107,198664,443924,11650,11650590,서초구
113,2021,2분기,R,전통시장,1001468,남부종합시장,68190,31674,36516,12768,8053,9335,13525,10209,14301,20371,14243,7570,7246,10180,8579,9677,9640,9722,9639,9626,9912,9973,198664,443924,11650,11650590,서초구
114,2021,1분기,R,전통시장,1001468,남부종합시장,71317,33028,38289,13521,8439,9557,14048,10312,15440,20346,15003,8230,7880,10921,8938,10167,10186,10154,10112,10088,10305,10305,198664,443924,11650,11650590,서초구
115,2020,4분기,R,전통시장,1001468,남부종합시장,76782,35757,41024,14070,9065,10472,14716,11281,17178,20523,16106,9112,9066,12336,9639,10852,10885,10921,10865,10866,11154,11238,198664,443924,11650,11650590,서초구
116,2021,3분기,R,전통시장,1001467,우림시장,59745,27976,31769,8137,7947,8683,9022,9527,16429,15663,11555,6469,6682,10780,8596,8454,8441,8370,8332,8296,8857,8994,192957,441202,11620,11620775,관악구
117,2021,2분기,R,전통시장,1001467,우림시장,51288,24132,27155,7906,6808,7329,7660,7870,13713,11022,10617,6346,6984,9849,6470,7084,7001,7093,7017,6984,7900,8210,192957,441202,11620,11620775,관악구
118,2021,1분기,R,전통시장,1001467,우림시장,50550,23485,27065,6731,6588,7436,7694,7984,14117,10612,10282,6351,7032,9898,6376,6937,6906,6882,6954,6954,7849,8065,192957,441202,11620,11620775,관악구
119,2020,4분기,R,전통시장,1001467,우림시장,49844,23332,26512,6478,6789,6940,7775,7897,13965,10491,10148,6254,6947,9790,6215,6833,6740,6828,6899,6861,7661,8023,192957,441202,11620,11620775,관악구
120,2021,3분기,R,전통시장,1001466,미성동도깨비시장,259766,120738,139028,44511,35946,36009,40066,38600,64636,72918,52134,30057,30610,42105,31942,35528,35608,35554,34893,35852,40541,41787,192616,441651,11620,11620765,관악구
121,2021,2분기,R,전통시장,1001466,미성동도깨비시장,229009,105957,123051,39040,32249,32527,35876,33718,55599,64729,44218,25712,25734,38539,30075,32112,31677,31690,31421,31857,34528,35723,192616,441651,11620,11620765,관악구
122,2021,1분기,R,전통시장,1001466,미성동도깨비시장,239561,110239,129322,41771,32108,33781,38554,35546,57801,66885,47468,27532,27107,39714,30855,33553,32830,32601,33273,33826,36307,37171,192616,441651,11620,11620765,관악구
123,2020,4분기,R,전통시장,1001466,미성동도깨비시장,228687,106027,122660,39399,30030,31046,39352,34185,54675,64554,45254,26024,25543,37688,29623,31980,31221,31210,31859,32215,34311,35893,192616,441651,11620,11620765,관악구
124,2021,3분기,R,전통시장,1001465,신신림시장,56198,29983,26215,4670,13236,9782,7866,7189,13455,12724,10289,6669,6890,11547,8078,7945,7913,7942,7856,8086,8245,8211,193991,441257,11620,11620745,관악구
125,2021,2분기,R,전통시장,1001465,신신림시장,54686,29211,25475,4691,13765,9335,7422,7012,12461,13485,10142,6111,6289,10643,8014,7685,7689,7696,7660,7693,8030,8233,193991,441257,11620,11620745,관악구
126,2021,1분기,R,전통시장,1001465,신신림시장,51616,27981,23636,4117,12581,8912,7212,6550,12246,12381,9288,5804,6095,10356,7690,7269,7232,7279,7229,7174,7624,7809,193991,441257,11620,11620745,관악구
127,2020,4분기,R,전통시장,1001465,신신림시장,51389,27862,23527,4160,12215,9081,7430,6592,11912,12249,9222,5791,6095,10349,7683,7199,7228,7293,7187,7199,7631,7651,193991,441257,11620,11620745,관악구
128,2021,3분기,R,전통시장,1001464,삼성동시장,267125,142067,125058,21560,63041,46578,37460,35242,63242,56117,49351,34343,36448,54716,36150,38029,37835,37817,37547,38513,39070,38315,194016,441265,11620,11620745,관악구
129,2021,2분기,R,전통시장,1001464,삼성동시장,257000,136341,120659,21380,64348,44184,34703,33741,58645,57684,47654,31611,33706,50886,35457,36375,36382,36453,36152,36377,37535,37728,194016,441265,11620,11620745,관악구
130,2021,1분기,R,전통시장,1001464,삼성동시장,247243,132197,115045,19763,60131,42782,34389,31989,58190,54436,44954,30656,33172,49749,34275,35069,34901,35138,34862,34634,36255,36385,194016,441265,11620,11620745,관악구
131,2020,4분기,R,전통시장,1001464,삼성동시장,246455,131962,114493,20036,58080,43369,35633,32243,57095,53749,44599,30615,33197,49948,34348,34835,34875,35167,34716,34778,36299,35786,194016,441265,11620,11620745,관악구
132,2021,3분기,R,전통시장,1001463,신림중앙시장,82167,39921,42246,8548,18875,16462,11897,10388,15996,26721,17303,7767,7087,11271,12020,11668,11718,11920,11693,11837,11621,11710,192178,442651,11620,11620725,관악구
133,2021,2분기,R,전통시장,1001463,신림중앙시장,55268,27040,28227,5898,12453,10677,7877,7137,11227,18074,11429,5045,4652,7673,8395,7994,7911,7965,7787,7838,7790,7986,192178,442651,11620,11620725,관악구
134,2021,1분기,R,전통시장,1001463,신림중앙시장,57525,28019,29506,6075,13208,11066,8068,7459,11651,18863,12224,5261,4828,7869,8482,8298,8212,8172,8205,8165,8082,8393,192178,442651,11620,11620725,관악구
135,2020,4분기,R,전통시장,1001463,신림중앙시장,56884,27288,29596,6038,13163,11155,7859,7165,11505,18554,12076,5246,4856,7783,8369,8179,8236,8063,8100,8128,7945,8236,192178,442651,11620,11620725,관악구
136,2021,3분기,R,전통시장,1001462,강남골목시장,192614,102219,90395,12669,39581,46360,34377,27615,32012,69469,41621,16195,14841,22486,28001,27999,29149,29028,29299,28171,24597,24369,191582,442585,11620,11620725,관악구
137,2021,2분기,R,전통시장,1001462,강남골목시장,226579,120658,105921,13256,47301,53704,39675,32707,39935,70940,47557,21898,22771,32062,31349,33877,34533,33712,34137,33230,28764,28326,191582,442585,11620,11620725,관악구
138,2021,1분기,R,전통시장,1001462,강남골목시장,213563,112896,100668,13187,44810,49394,35650,31639,38883,65865,44402,20607,21632,30798,30260,31267,32374,32261,31996,30948,27605,27113,191582,442585,11620,11620725,관악구
139,2020,4분기,R,전통시장,1001462,강남골목시장,262252,138211,124042,16305,55389,60473,43306,39357,47424,84350,53913,24101,24767,36433,38689,38399,40255,38803,38009,37122,34523,35142,191582,442585,11620,11620725,관악구
140,2021,3분기,R,전통시장,1001461,신림종합시장,29056,13732,15324,3009,6146,5937,3958,3816,6189,8269,5568,2997,3183,4940,4098,3960,4045,4175,3880,3972,4186,4839,192665,442804,11620,11620685,관악구
141,2021,2분기,R,전통시장,1001461,신림종합시장,35056,16442,18615,3226,7417,6906,4923,4617,7967,9130,6621,3921,4244,6380,4760,4814,4792,4900,4848,4793,5343,5565,192665,442804,11620,11620685,관악구
142,2021,1분기,R,전통시장,1001461,신림종합시장,38506,18073,20433,3359,8090,7644,5122,5243,9047,9827,7465,4428,4747,6966,5074,5363,5248,5272,5295,5287,5839,6201,192665,442804,11620,11620685,관악구
143,2020,4분기,R,전통시장,1001461,신림종합시장,39326,18420,20908,3301,8198,7909,5515,5446,8959,9734,7570,4628,4958,7279,5161,5473,5449,5425,5403,5405,5925,6247,192665,442804,11620,11620685,관악구
144,2021,3분기,R,전통시장,1001460,관악신사시장,474162,224649,249513,39009,115485,91260,62585,65411,100412,142288,97797,47815,47741,72654,65866,66266,65412,66444,67632,64878,72295,71238,192646,442975,11620,11620685,관악구
145,2021,2분기,R,전통시장,1001460,관악신사시장,473139,223761,249379,37729,113343,93905,61728,64387,102047,147710,98216,44660,44321,69756,68476,66967,66112,66428,66200,65523,69306,72604,192646,442975,11620,11620685,관악구
146,2021,1분기,R,전통시장,1001460,관악신사시장,486169,232874,253296,40536,110712,99527,61049,65574,108771,148543,99897,47590,47556,72938,69644,68602,68176,67930,68423,67715,71125,74201,192646,442975,11620,11620685,관악구
147,2020,4분기,R,전통시장,1001460,관악신사시장,486985,231234,255751,39670,111596,98961,62870,65674,108212,152778,100394,46632,46494,71202,69484,68798,68702,68077,68268,68105,70608,74426,192646,442975,11620,11620685,관악구
148,2021,3분기,R,전통시장,1001459,신원시장,997673,491272,506401,57336,282293,204219,132043,128933,192849,189888,172868,120260,139289,227349,148018,137527,135202,138397,139533,142597,154599,149819,193564,442580,11620,11620655,관악구
149,2021,2분기,R,전통시장,1001459,신원시장,994427,487600,506826,59859,287616,202096,130548,125904,188403,192609,169212,117029,137152,227544,150881,136190,135667,138984,137086,139162,155953,151385,193564,442580,11620,11620655,관악구
150,2021,1분기,R,전통시장,1001459,신원시장,1027492,500349,527144,63427,292794,211716,133221,127476,198858,214403,182772,121437,141701,223395,143787,141188,140852,142032,141277,142386,160737,159020,193564,442580,11620,11620655,관악구
151,2020,4분기,R,전통시장,1001459,신원시장,1035813,500557,535255,66478,310270,205939,130619,124553,197954,225403,184614,121404,138378,215950,150065,141449,140827,142078,141359,145127,163032,161942,193564,442580,11620,11620655,관악구
152,2021,3분기,R,전통시장,1001458,인헌시장,296612,136558,160055,27625,61852,58677,41925,40456,66078,58903,50038,35543,41737,66803,43589,42480,41367,41802,41602,42304,43834,43227,196972,441674,11620,11620625,관악구
153,2021,2분기,R,전통시장,1001458,인헌시장,331582,152457,179125,32142,71230,66606,45403,44075,72124,65668,56632,39638,46610,74883,48151,46855,46122,46838,46581,46234,49886,49065,196972,441674,11620,11620625,관악구
154,2021,1분기,R,전통시장,1001458,인헌시장,339220,154488,184733,34029,70257,68663,45673,45064,75534,65482,58773,41595,48698,76442,48232,47676,47616,47753,47395,46993,50688,51099,196972,441674,11620,11620625,관악구
155,2020,4분기,R,전통시장,1001458,인헌시장,346670,157151,189518,34806,85728,73498,44327,39604,68705,81759,66581,40983,44876,66770,45701,48799,48378,48523,47847,48364,51883,52876,196972,441674,11620,11620625,관악구
156,2021,3분기,R,전통시장,1001457,봉천중앙시장,59104,28052,31051,5578,14022,10898,7962,7590,13055,8117,11704,9669,10324,13360,5929,8418,8296,8401,8394,8633,8799,8164,195973,442763,11620,11620615,관악구
157,2021,2분기,R,전통시장,1001457,봉천중앙시장,56738,26849,29890,5708,12696,10048,7757,7494,13035,7586,11142,9229,9912,13111,5760,7954,8023,8073,7985,8226,8511,7966,195973,442763,11620,11620615,관악구
158,2021,1분기,R,전통시장,1001457,봉천중앙시장,58244,27692,30551,5686,12849,10587,7983,7525,13615,7714,11002,9392,10349,13753,6035,8268,8250,8272,8177,8304,8748,8223,195973,442763,11620,11620615,관악구
159,2020,4분기,R,전통시장,1001457,봉천중앙시장,64099,30276,33823,6439,14695,11992,8529,8117,14325,8786,12024,10087,11105,15155,6940,9104,9023,9043,9041,9248,9631,9008,195973,442763,11620,11620615,관악구
160,2021,3분기,R,전통시장,1001456,봉천현대시장,78705,36958,41747,14790,9995,13536,13483,9359,17542,14291,13615,11128,13029,17708,8933,10674,10341,10648,10630,10680,13031,12700,195277,443012,11620,11620605,관악구
161,2021,2분기,R,전통시장,1001456,봉천현대시장,75411,34447,40963,13852,9560,12872,12498,9119,17510,13207,13421,10951,12201,17109,8522,10343,10180,10270,10205,10334,12266,11813,195277,443012,11620,11620605,관악구
162,2021,1분기,R,전통시장,1001456,봉천현대시장,74435,34092,40343,12941,9444,13443,12276,8824,17509,12667,13497,10990,12265,16861,8156,10145,10093,10032,10150,10202,12110,11703,195277,443012,11620,11620605,관악구
163,2020,4분기,R,전통시장,1001456,봉천현대시장,70919,32576,38341,12402,8925,12086,12038,8651,16817,11505,12810,10594,12248,16591,7171,9326,9263,9294,9375,9578,12065,12018,195277,443012,11620,11620605,관악구
164,2021,3분기,R,전통시장,1001455,봉일시장,155404,73427,81978,18336,28664,27606,23772,22675,34351,31695,27629,18857,20859,33399,22965,22383,21685,22227,22087,22441,22791,21791,194578,442936,11620,11620605,관악구
165,2021,2분기,R,전통시장,1001455,봉일시장,125394,58754,66640,14527,22926,21977,19567,18023,28374,23533,21568,15408,18090,28469,18325,17648,17354,17717,17413,17561,18788,18915,194578,442936,11620,11620605,관악구
166,2021,1분기,R,전통시장,1001455,봉일시장,126591,58564,68027,15400,23284,22371,19050,17318,29168,23565,21936,15776,18329,28680,18305,17928,17713,17824,17950,17724,18868,18585,194578,442936,11620,11620605,관악구
167,2020,4분기,R,전통시장,1001455,봉일시장,124585,58213,66372,14671,23004,22715,18996,17001,28198,23900,22162,15553,17756,27468,17743,17750,17685,17251,17477,17326,18276,18821,194578,442936,11620,11620605,관악구
168,2021,3분기,R,전통시장,1001454,봉천제일종합시장,54892,26109,28784,4973,16161,10034,6429,6140,11153,15484,11272,5785,5750,8981,7620,7914,7400,7230,7546,7681,8195,8930,195147,442413,11620,11620595,관악구
169,2021,2분기,R,전통시장,1001454,봉천제일종합시장,87549,40722,46828,7968,25446,16450,10197,9799,17691,23934,18155,9268,9215,14783,12193,12121,12036,12215,12266,12146,12701,14062,195147,442413,11620,11620595,관악구
170,2021,1분기,R,전통시장,1001454,봉천제일종합시장,85201,40373,44828,7736,23670,16150,10172,10406,17069,22981,17236,9123,9215,14645,12001,11801,11709,11776,11733,11629,12905,13649,195147,442413,11620,11620595,관악구
171,2020,4분기,R,전통시장,1001454,봉천제일종합시장,83435,39378,44057,7083,23726,15491,10088,10233,16815,21928,16458,8898,9238,14864,12049,11539,11630,11726,11522,11538,12449,13031,195147,442413,11620,11620595,관악구
172,2021,3분기,R,전통시장,1001453,낙성대시장,240451,118579,121872,29236,70573,46681,30490,25329,38142,58732,48367,28602,28976,45020,30755,32521,32750,33296,33437,34604,37220,36622,196121,442084,11620,11620585,관악구
173,2021,2분기,R,전통시장,1001453,낙성대시장,204671,101036,103637,23313,61761,39709,25869,21830,32189,45328,39003,25135,26031,43081,26094,27811,27865,28641,28026,28606,31851,31874,196121,442084,11620,11620585,관악구
174,2021,1분기,R,전통시장,1001453,낙성대시장,192756,94630,98126,20674,56815,37868,24560,20615,32227,42015,36341,23971,25257,40597,24575,26143,26442,26596,26622,26621,30022,30310,196121,442084,11620,11620585,관악구
175,2020,4분기,R,전통시장,1001453,낙성대시장,176169,86971,89198,17761,54443,34915,21836,18351,28865,38977,33330,21510,22621,36332,23398,23908,23969,23889,23780,24541,27698,28385,196121,442084,11620,11620585,관악구
176,2021,3분기,R,전통시장,1001452,중부시장,274115,128665,145449,40752,46621,42377,40318,35975,68072,54295,54007,38991,40736,53720,32367,38874,38982,39004,39349,39770,39327,38808,196125,442779,11620,11620575,관악구
177,2021,2분기,R,전통시장,1001452,중부시장,252439,117509,134930,41566,40376,38284,37390,32178,62646,45188,50209,38023,40229,50569,28221,36002,36013,35904,36056,36811,36273,35381,196125,442779,11620,11620575,관악구
178,2021,1분기,R,전통시장,1001452,중부시장,258125,119733,138392,36152,43574,40712,38949,32934,65805,47823,51090,37675,40601,51878,29060,36510,36280,36448,36407,36691,38100,37690,196125,442779,11620,11620575,관악구
179,2020,4분기,R,전통시장,1001452,중부시장,237343,109898,127444,35889,40046,37590,35060,30981,57776,46391,46197,33321,35989,47388,28055,33840,33768,33526,33792,33869,34696,33853,196125,442779,11620,11620575,관악구
180,2021,3분기,R,전통시장,1001451,사당시장,40494,18907,21585,4327,7165,7747,6519,5141,9593,8159,7990,5407,5968,8111,4858,5760,5663,5797,5741,5780,5877,5875,197801,442618,11590,11590650,동작구
181,2021,2분기,R,전통시장,1001451,사당시장,39158,18038,21120,4016,6949,7294,6383,5004,9512,7977,7706,5191,5762,7875,4647,5470,5463,5534,5545,5490,5855,5803,197801,442618,11590,11590650,동작구
182,2021,1분기,R,전통시장,1001451,사당시장,39670,18335,21336,3912,7299,7162,6694,5134,9470,7756,7855,5402,5949,7993,4715,5600,5593,5534,5616,5599,5863,5865,197801,442618,11590,11590650,동작구
183,2020,4분기,R,전통시장,1001451,사당시장,39830,18239,21591,4192,6954,7504,6248,5209,9722,7717,7813,5449,6034,8115,4702,5594,5603,5462,5593,5634,5904,6040,197801,442618,11590,11590650,동작구
184,2021,3분기,R,전통시장,1001450,남성역골목시장,357971,162797,195175,43415,53429,60927,60975,48053,91173,74884,65619,41527,44466,74941,56535,50287,50193,50697,50728,50960,52946,52160,197564,442672,11590,11590650,동작구
185,2021,2분기,R,전통시장,1001450,남성역골목시장,355491,162622,192868,43792,53779,59821,59130,48329,90639,71818,65454,41896,44690,75837,55796,49641,49895,49716,49583,50269,53311,53075,197564,442672,11590,11590650,동작구
186,2021,1분기,R,전통시장,1001450,남성역골목시장,352273,160299,191973,40921,54643,60599,58386,48711,89010,69253,64717,41926,45628,75893,54853,49200,49825,49249,49367,49338,52373,52919,197564,442672,11590,11590650,동작구
187,2020,4분기,R,전통시장,1001450,남성역골목시장,314739,143282,171457,35902,50189,55177,50247,43543,79682,59726,58056,38133,41448,68863,48514,44404,44177,44656,43711,43834,46873,47084,197564,442672,11590,11590650,동작구
188,2021,3분기,R,전통시장,1001449,남성사계시장,670254,304384,365870,109780,85038,97699,95676,106909,175151,100830,116030,97735,112463,158001,85194,93382,91437,92672,93192,95940,101960,101670,198305,443198,11590,11590630,동작구
189,2021,2분기,R,전통시장,1001449,남성사계시장,700347,313858,386490,120952,89320,100582,98582,108387,182525,104074,120809,102048,116965,166324,90129,97960,97271,97065,97091,99730,105652,105576,198305,443198,11590,11590630,동작구
190,2021,1분기,R,전통시장,1001449,남성사계시장,715112,325909,389203,116160,91771,101240,102165,113761,190013,98876,119469,107305,126201,174559,88703,99196,98170,100041,99491,100594,109582,108038,198305,443198,11590,11590630,동작구
